First Name,Last Name,Full Name,Position,Formatted DOB,Date of Birth,Birth Place,Nationality,Gender,Email,Address,Phone Number,Phone Number 2,House,Additional Information,RCA (Partner),Source,Official Websites,Unofficial Websites,Thread,Date of Data,3rd Party Check - Record Exists,3rd Party Check - Last Name,3rd Party Check - First Name,3rd Party Check - DOB,3rd Party Check - Place of Birth,3rd Party Check - Nationality,3rd Party Check - Gender
Huiwei,Shen,Huiwei Shen,Department of Transportation Chief Planner,,NA,NA,NA,F,huiwei.shen@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5246,"(850) 414-4911
(850) 414-5239",NA,"Based on the provided search results, here is the relevant PEP information I could find on Huiwei Shen, the Chief Planner at the Florida Department of Transportation (FDOT):
Identifying PEP

    Full Name: Huiwei Shen
    Position: Chief Planner at Florida Department of Transportation (FDOT)

Government Agency: Florida Department of Transportation (State Government)
Contact Information

    Office Address: 605 Suwannee St, Tallahassee, FL 32399

Phone: (850) 414-4911
Fax: (850) 414-5239
The search results do not provide additional details like date of birth, nationality, source of wealth, expected transactions, or potential risk factors for Huiwei Shen. The results only confirm Huiwei Shen's position as the Chief Planner at the Florida state government agency FDOT, along with office contact information.

===

Based on the information provided in the search results, here are the contact details for Huiwei Shen, Chief Planner at the Florida Department of Transportation (FDOT):
Contact Information for Huiwei Shen

    Office Address: 605 Suwannee St, Tallahassee, FL 32399 

Phone: (850) 414-4911
Fax: (850) 414-5239
Email: huiwei.shen@dot.state.fl.us The search results , , , and consistently provide Huiwei Shen's office phone number as (850) 414-4911 and her office address as 605 Suwannee St, Tallahassee, FL 32399, which is the FDOT headquarters location. Her email huiwei.shen@dot.state.fl.us is also listed in and . The fax number (850) 414-5239 for her office is mentioned in . So to contact Huiwei Shen directly, you can reach out to her via phone, email, fax, or mail at the FDOT headquarters office in Tallahassee using the details provided above.",NA,LLM,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.fdot.gov/planning/default.shtm
https://www.fdot.gov/planning/org.shtm
https://fdotwww.blob.core.windows.net/sitefinity/docs/default-source/statistics/mtf-tda-statewide-workshop/hshen_joint-workshoppresentation.pdf?sfvrsn=87e83a11_2",,https://www.perplexity.ai/search/PEP-means-politically-FiRDAgNkSkCMvzIALalz9A,31 May 2024,not found,not found,not found,not found,not found,not found,not found
Dan,Hurtado,Dan Hurtado,Department of Transportation Chief Engineer,,NA,NA,NA,M,Dan.Hurtado@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5203,,NA,"Based on the provided search results, here is the relevant PEP information for Dan Hurtado, Chief Engineer at the Florida Department of Transportation:
Identifying PEP

    Full Name: Dan Hurtado
    Position: Chief Engineer, Florida Department of Transportation

Email: Dan.Hurtado@dot.state.fl.us
Phone: (850) 414-5203
Risk Assessment

    No specific information provided on source of wealth or funds
    Purpose appears to be his official duties as Chief Engineer overseeing engineering operations at FDOT

Expected activities likely include overseeing engineering projects, standards, materials, etc. for FDOT

    No adverse media or allegations mentioned in the search results

The search results do not provide complete PEP information like date of birth, nationality, or tenure of his position. However, the available information identifies Dan Hurtado as a Politically Exposed Person in his current role as the Chief Engineer at the Florida Department of Transportation, a state government agency.",,,"https://www.fdot.gov/info/moredot/mission.shtm
https://fdotwww.blob.core.windows.net/sitefinity/docs/default-source/roadway/fdm/review/2023-email-resolution-chief-brief.pdf
https://www.linkedin.com/in/dan-hurtado-b1981582/",,https://www.perplexity.ai/search/PEP-means-politically-gwkYBCclQQma0cD_DU5iKg,31 May 2024,not found,not found,not found,not found,not found,not found,not found
Melissa,Smith,Melissa Smith,Department of Transportation Chief of Modal Development,,NA,NA,NA,F,melissa.smith@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-4797,"(850) 414-4551
(850) 414-4500
(850)-414-4508",NA,"Here is the key PEP information I could find on Melissa Smith, the Chief of Modal Development at the Florida Department of Transportation:
PEP's Position and Involvement in Businesses

    Melissa Smith is the Chief of Modal Development at the Florida Department of Transportation

In this role, she oversees the Modal Development Office which facilitates and promotes the safe and efficient movement of people and goods by rail, sea, air, aerospace, and road
PEP's Background and Associations

    Melissa Smith is mentioned as attending a review of the FDOT Tentative Work Program along with the FDOT Secretary, Assistant Secretaries, District Secretaries, and other key managers

She is also referenced as the Deputy Chief of Staff in the Executive Office of the Governor
The search results provide Melissa Smith's contact information including her office address, phone number, fax number, and email. However, they do not contain any information about her transactions, financial activity, or any allegations, investigations or sanctions related to corruption or illicit activities. The results also do not mention her family members or close associates.",NA,LLM,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.fdot.gov/multimodal/staffdirectory.shtm
https://www.fdot.gov/multimodal/default.shtm
https://flauditor.gov/pages/pdf_files/2024-174%20corrective%20action%20plan.pdf",https://www.floridareviews.com/fdot-office-of-modal-development/,https://www.perplexity.ai/search/PEP-means-politically-bcUlq8GxS1K90qKdvuPDEQ,31 May 2024,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Veterans' Affairs Executive Director,,,,,M,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Manny,Diaz,Manny Diaz,Commissioner of Education,,2/3/1973,"Hialeah, Florida",,M,manny.diaz@fldoe.org,"Florida Department of Education
Turlington Building
325 West Gaines Street
Tallahassee, FL 32399-0400",(850) 245-0505,NA,Republican,"Manny Díaz Jr. is the current Education Commissioner of Florida, appointed by Governor Ron DeSantis in June 2022. Prior to becoming Commissioner, Díaz served in the Florida Legislature:

    He was a member of the Florida Senate from 2018 to 2022, representing the 36th district encompassing the Hialeah area

.
He served three terms in the Florida House of Representatives from 2012 to 2018, representing parts of Hialeah and Northwest Miami-Dade County

    .

Díaz began his career in education as a social studies teacher and baseball coach in the Miami-Dade County Public Schools system in 1994. He later served as an assistant principal from 2007 to 2013. From 2013 to 2022, he worked as the Chief Operating Officer at Doral College, a private college affiliated with the Academica charter school operator. Díaz received his bachelor's degree from St. Thomas University and a master's degree in educational leadership from Nova Southeastern University. He also completed the Harvard University Graduate School of Education Principal's Summer Institute","Jennifer ""Jenny"" Díaz",LLM,,,,,not found,not found,not found,not found,not found,not found,not found
Ben,Gibson,Ben Gibson,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Ryan,Petty,Ryan Petty,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Monesia,Brown,Monesia Brown,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Esther,Bryd,Esther Bryd,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Grazie,Pozo,Grazie Pozo,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Joe,York,Joe York,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Education Early Learning Divsion,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Burns,Paul,Burns Paul,Department of Education Public Schools Division Chancellor,,,,,,,,850-245-0509,,,,,,https://www.fldoe.org/schools/k-12-public-schools/,,,,not found,not found,not found,not found,not found,not found,not found
Aune,Margaret,Aune Margaret,Department of Education Public Schools Division Vice Chancellor for Strategic Improvement,,,,,M,,,850-245-0509,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Lindsey,Brown,Lindsey Brown,Department of Education Public Schools Division Vice Chancellor for Literacy Achievement,,,,,,,,850-245-0509,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Chancy,Sunny,Chancy Sunny,Department of Education Public Schoolds Division Deputy Chancellor for Educator Quality,,,,,,,,850-245-0509,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Education School Choice Division,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Juan,Copa,Juan Copa,Department of Education Accountability Division Deputy Commisioner,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Vince,Verges,Vince Verges,Department of Education Accountability Division Assistant Deputy Commissioner,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Education Safe Schools Division,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Suzanne,Pridgeon,Suzanne Pridgeon,Department of Education Finance & Operations Division Deputy Commissioner,,,,,,Suzanne.Pridgeon@fldoe.org,,850-245-0406,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Florida Department of Education State Board Division,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Ben,Gibson,Ben Gibson,Florida Department of Education State Board Division Chair,,,,,M,Ben.Gibson@fldoe.org,,,,,"Ben Gibson has been an active member of the State Board of Education since 2017 having been twice appointed by the governor and confirmed by the Florida Senate. He is a partner with the statewide law firm of Shutts & Bowen LLP, where he is managing partner of the Tallahassee office and a member of the Governmental Law practice section. Ben’s law practice focuses on representing corporate, political, and government clients in appellate, litigation, and administrative matters.

Ben was born and raised in Florida and is a product of Florida public schools graduating from Winter Park High School, earning his undergraduate degree from the University of Florida, and obtaining his law degree from Florida State College of Law. Growing up the son of two licensed mental health counselors, Ben is passionate about ensuring that the mental health needs of Florida’s students are a top priority. He believes that every student should have the same opportunity to learn and parents should have meaningful educational choices and input regarding their child’s education regardless of where they live in Florida or their family’s economic situation. He is a strong advocate for empowering parents to make the best educational choices for their children.

Ben served as general counsel to Florida Governor-elect Ron DeSantis’ Transition Team, advising the new administration on legal issues and Supreme Court judicial appointments. In addition to his private sector experience, Ben has been involved in public service having served as the Deputy General Counsel and an Assistant General Counsel to Governor Rick Scott for nearly five years. In those roles, he provided legal counsel to the Executive Office of the Governor and oversaw all high-profile litigation and legal policy issues at numerous executive branch agencies including the Department of Education. Ben has also served as an attorney with the Florida House of Representatives in the Office of the General Counsel advising the Speaker of the House and with the House Community & Military Affairs Subcommittee focusing on growth management issues.

Ben resides in Tallahassee with his wife and three children.",,Official Website,https://www.fldoe.org/policy/state-board-of-edu/members/ben-gibson.stml,,,,not found,not found,not found,not found,not found,not found,not found
Ryan,Petty,Ryan Petty,Florida Department of Education State Board Division Vice Chair,,,,,M,Ryan.Petty@fldoe.org,,,,,"

Ryan Petty is a serial entrepreneur and technology executive with over 25 years in the telecom, media & technology industries, including as co-founder of Myrio, as a senior executive with Siemens and Nokia, Senior Vice President of B2B Solutions with Liberty Latin America’s Cable & Wireless subsidiary in Coral Gables, and as the Vice President of Product Development and Innovation at ADT in Boca Raton. 

Ryan lost his daughter Alaina in the tragic school shooting at Marjory Stoneman Douglas High School on Valentine’s day 2018. Alaina was one of 17 students and teachers killed. Since the tragedy that took their daughter, Ryan and his wife Kelly have been actively involved in the public policy arena as advocates for improving school safety, through early identification, and intervention of potential threats.

Ryan was appointed in March 2018 by Governor Rick Scott to serve on the Marjory Stoneman Douglas Public Safety Commission. Ryan was appointed by Governor Ron DeSantis to the Florida State Board of Education in January of 2020. Ryan is also a board member of Stand With Parkland and is the co-founder of The WalkUp Foundation (walkupfoundation.org).

Contact Vice Chair, Ryan Petty at Ryan.Petty@fldoe.org.",,Official Website,https://www.fldoe.org/policy/state-board-of-edu/members/ryan-petty.stml,,,,not found,not found,not found,not found,not found,not found,not found
Esther,Byrd,Esther Byrd,Florida Department of Education State Board Member,,,Florida,,F,Esther.Byrd@fldoe.org,,,,,"Here is the key PEP information for Esther Byrd, a member of the Florida State Board of Education:
PEP's Identity and Position

    Full name: Esther Byrd

Appointed to the Florida State Board of Education by Governor Ron DeSantis in March 2022
PEP's Background and Qualifications

    Native Floridian with a 25-year career in the legal field, ranging from general practice to complex litigation

Served in the U.S. Marine Corps after 9/11, working in logistics and motor transport
Actively involved in her community, helping educate citizens on the legislative process and government interaction
Extensive community service including housing homeless families and fostering animals
PEP's Controversies and Allegations

    Tweeted support for the Capitol insurrection, QAnon conspiracy theory, and Proud Boys in 2021

Photo circulated of her and her husband flying a QAnon flag on their boat
Defended the Parental Rights in Education Bill, nicknamed the ""Don't Say Gay"" bill by critics
Appointment to the Board of Education seen as controversial by some due to her political views and lack of education experience
The search results provide a detailed overview of Esther Byrd's background, political positions, and controversies related to her appointment to the Florida State Board of Education by Governor Ron DeSantis in 2022. This information is relevant for assessing her as a politically exposed person in a position of public trust.",Cord Byrd,"LLM, Official Website",https://www.fldoe.org/policy/state-board-of-edu/members/esther-byrd.stml,,,,not found,not found,not found,not found,not found,not found,not found
Grazie,Christie,Grazie Christie,Florida Department of Education State Board Member,,,Miami,,F,Grazie.Christie@fldoe.org,,,,,"Dr. Grazie Pozo Christie was appointed to the State Board of Education by Governor Ron DeSantis in March 2022.

She is a radiologist in the Miami area with 25 years of experience in radiology and diagnostics, earning her bachelor’s degree from Columbia University and Doctor of Medicine from the University of Miami. She also serves as a senior fellow at The Catholic Association, where she focuses on issues affecting families.

Dr. Grazie Pozo Christie was born in Miami and grew up in Guadalajara, Mexico, before returning to the United States at age 11. She writes and speaks in both English and Spanish, and lives in the Miami area with her husband and five children.

Contact Board Member, Grazie Pozo Christie at Grazie.Christie@fldoe.org.

====
====
Here is the key PEP information for Grazie P. Christie, a member of the Florida State Board of Education:
PEP's Identity and Position

    Full name: Grazie Pozo Christie

Appointed to the Florida State Board of Education by Governor Ron DeSantis in 2022
PEP's Background and Qualifications

    Native of Guadalajara, Mexico who came to the U.S. at age 11

Graduate of Columbia University and University of Miami School of Medicine
Practicing radiologist
Writes and speaks in Spanish and English about Catholicism, family life, and being a faithful Christian in the public square
Focuses on social issues affecting the Latino population, government health policy, and the needs of the poor and marginalized
PEP's Media and Advocacy Work

    Hostess of ""Conversations with Consequences"" EWTN radio show and podcast

Featured speaker at the 2015 National March for Life in D.C.
Writes for publications like USA TODAY, CNN.com, National Review, FoxNews.com, US News and World Report, and The New York Times
Appeared on CNN, Telemundo, Fox News, C-SPAN, and EWTN
PEP's Controversies and Allegations

    No major controversies or allegations mentioned in the search results

The search results provide a detailed overview of Grazie P. Christie's background, qualifications, media work, and advocacy positions related to her appointment to the Florida State Board of Education by Governor Ron DeSantis in 2022. Her identity as a Hispanic woman and Catholic Christian appear to be key aspects of her public persona and advocacy work.",,"LLM, Official Website",,,,12 Jun 2024,not found,not found,not found,not found,not found,not found,not found
Kelly,Garcia,Kelly Garcia,Florida Department of Education State Board Member,,,,,F,Kelly.Garcia@fldoe.org,,,,,"Kelly was appointed to the State Board of Education by Governor Ron DeSantis in March 2023 after serving on the Board of Trustees of Florida Virtual school.

She is a Florida certified teacher from Tampa with a decade of experience teaching in charter, public and private schools. She began her teaching career in 2009 as a Teach for America Corps member in Houston, Texas where she was a founding staff member at a transformational charter school. She has worked in education policy with Michelle Rhee’s organization, StudentsFirst, where she collaborated with the Urban League and Foundation for Florida’s Future. Currently, Kelly serves on the Board of Directors of Frameworks of Tampa Bay.

Kelly is a graduate of The Catholic University of America and University of Florida Warrington College of Business. She resides in Tampa with her husband, Gates, and three young children.

Contact Board Member, Kelly Garcia at Kelly.Garcia@fldoe.org.",,Official website,,,,,not found,not found,not found,not found,not found,not found,not found
MaryLynn,Magar,MaryLynn Magar,Florida Department of Education State Board Member,,,,,F,MaryLynn.Magar@fldoe.org,,,,,"MaryLynn Magar was appointed to the State Board of Education by Governor Ron DeSantis in March 2023 and is the Vice President and General Manager of HeartCare Imaging. MaryLynn’s background brings extensive business experience along with considerable sales and marketing success.

She is a former member of the Florida House of Representatives. MaryLynn served in various leadership roles, including Chairman of HealthCare Appropriations. She was the highest-ranking woman in the legislature when elected as Speaker Pro Tempore of the Florida House in 2018 until term limited in 2020.

MaryLynn continues in community service and leadership by serving as a Board Member of Palm Beach N Chamber, Chairman of the Republican Party, and Eucharistic Minister in the Catholic Church. She received her bachelor’s degree from Radford University and lives in Tequesta with her husband and family.

Contact Board Member, MaryLynn Magar at MaryLynn.Magar@fldoe.org",,Official website,,,,,MaryLynn MAGAR,MAGAR,MaryLynn,07/06/1963,"Pittsburgh, Pennsylvania, USA",USA,F
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Smith,Andre,Smith Andre,Department of Education Technology Division Chief Information Officer,,,,,,,,,850-245-0428,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Vaneshia,Plummer,Vaneshia Plummer,Department of Education Technology Division Operations & Management Consultantw Manager,,,,,,Vaneshia.Plummer1@fldoe.org,,,850-245-0074,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Roderick,King,Roderick King,Department of Education Technology Division Chief Technology Officer,,,,,,,"Division of Technology and Innovation
325 West Gaines Street
Tallahassee, FL 32399-0400",850-245-0342,850-245-9307,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Alex,Jordan,Alex Jordan,Department of Education Florida Colleges Division Director of Operations,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Kevin,O'Farrell,Kevin O'Farrell,Florida Department of Education Career and Adult Education Division Chancellor for Career and Adult Education,,,,,M,Kevin.OFarrell@fldoe.org,,850-245-9004,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Tara,Goodman,Tara Goodman,Florida Department of Education Career and Adult Education Division Vice Chancellor,,,,,F,Tara.Goodman@fldoe.org,,850-245-9002,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Abigail,Friedman,Abigail Friedman,Florida Department of Education Career and Adult Education Division Staff Assistant,,,,,F,Abigail.Friedman@fldoe.org,,850-245-9001,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Sherese,Butler,Sherese Butler,Florida Department of Education Career and Adult Education Division Administrative Assistant II,,,,,M,Sherese.Butler@fldoe.org,,850-245-9897,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Carol,Hall,Carol Hall,Florida Department of Education Career and Adult Education Division Operations & Management Consultant,,,,,F,Carol.Hall@fldoe.org,,850-245-9457,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,Carol HALL,HALL,Carol,16/10/1937,"Hartford, Connecticut, USA",USA,F
Claudia,Campagnola,Claudia Campagnola,Florida Department of Education Career and Adult Education Division Educational Policy Consultant - DOE,,,,,F,Claudia.Campagnola@fldoe.org,,850-245-9081,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Kaitlin,Vickers,Kaitlin Vickers,Florida Department of Education Career and Adult Education Division Educational Consultant,,,,,F,Kaitlin.Vickers@fldoe.org,,850-245-9030,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Evan,Steinberg,Evan Steinberg,Florida Department of Education Career and Adult Education Division Operations & Management Consultant,,,,,M,Evan.Steinberg@fldoe.org,,852-245-9462,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Samantha,Dunaway,Samantha Dunaway,Florida Department of Education Career and Adult Education Division Statewide Director of CTE Outreach and Recruitment,,,,,F,Samantha.Dunaway@fldoe.org,,850-245-9520,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Sarah,Harmon,Sarah Harmon,Florida Department of Education Career and Adult Education Division Assistant Director of CTE Outreach and Recruitment,,,,,F,Sarah.Harmon@fldoe.org,,850-245-9458,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Brittany,Salaam,Brittany Salaam,Florida Department of Education Career and Adult Education Division Program Analyst,,,,,F,Brittany.Salaam@fldoe.org,,850-245-0913,,,,,,https://www.fldoe.org/academics/career-adult-edu/division-directory.stml,,,,not found,not found,not found,not found,not found,not found,not found
Brittany,Ross,Brittany Ross,"Florida Department of Education Career and Adult Education Division Director, Research and Evaluation",,,,,F,Brittany.Ross@fldoe.org,,850-245-9005,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Merve,Pamuk,Merve Pamuk,Florida Department of Education Career and Adult Education Division Educational Policy Analyst (CTE Specialist),,,,,M,Merve.Pamuk@fldoe.org,,850-245-0720,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Ashley,Cooper,Ashley Cooper,Florida Department of Education Career and Adult Education Division Educational Policy Analyst,,,,,M,Ashley.Cooper@fldoe.org,,850-245-9463,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Gizem,Ratzlaff,Gizem Ratzlaff,Florida Department of Education Career and Adult Education Division Program Specialist IV,,,,,M,Gizem.Ratzlaff@fldoe.org,,850-245-9540,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Ashley,Yopp,Ashley Yopp,"Florida Department of Education Career and Adult Education Division Associate Vice Chancellor, Career & Technical Education",,,,,F,Ashley.Yopp@fldoe.org,,850-245-9062,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Christine,Walsh,Christine Walsh,Florida Department of Education Career and Adult Education Division Education Policy Analyst,,,,,F,Christine.Walsh@fldoe.org,,850-245-9056,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Susan,Arvin,Susan Arvin,Florida Department of Education Career and Adult Education Division Administrative Assistant,,,,,F,Susan.Arvin@fldoe.org,,850-245-9979,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Kathryn,Wheeler,Kathryn Wheeler,"Florida Department of Education Career and Adult Education Division Director, Apprenticeship",,,,,F,Kathryn.Wheeler@fldoe.org,,850-245-9038,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Juanita,Warren,Juanita Warren,Florida Department of Education Career and Adult Education Division Program Specialist III,,,,,F,Juanita.Warren@fldoe.org,,850-245-9950,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Daisy,Gray,Daisy Gray,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 1 - Escambia; Region 2 - Tallahassee,,,,,F,Daisy.Gray@fldoe.org,,850-245-9006,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Steven,Lindas,Steven Lindas,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 5 - Orlando/Lakeland,,,,,M,Steven.Lindas@fldoe.org,,407-251-2417,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Anne,Everly,Anne Everly,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 6 – Daytona Beach/Port St. Lucie,,,,,F,Anne.Everly@fldoe.org,,321-433-7974,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Stephen,Seville,Stephen Seville,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 7 - Sarasota/Naples,,,,,M,Stephen.Seville@fldoe.org,,941-363-7223,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Valvery,Hillsman,Valvery Hillsman,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 8 - West Palm Beach/Ft. Lauderdale,,,,,F,Valvery.Hillsman@fldoe.org,,754-321-6780,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Lorena,Vasquez,Lorena Vasquez,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 9 - Miami/Key West,,,,,F,Lorena.Vasquez@fldoe.org,,305-557-1100 ext. 2220,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Julie,Nichols,Julie Nichols,Florida Department of Education Career and Adult Education Division Pathways to Career Opportunity Grant Manager,,,,,F,Julie.Nichols@fldoe.org,,850-245-9460,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Lindy,Sherrer,Lindy Sherrer,Florida Department of Education Career and Adult Education Division Apprenticeship Training Representative Region 4 - Tampa/St. Petersburg,,,,,F,Lindy.Sherrer@fldoe.org,,850-245-9076,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Bruce,Harrington,Bruce Harrington,Florida Department of Education Career and Adult Education Division Senior Educational Program Director,,,,,M,Bruce.Harrington@fldoe.org,,850-245-0949,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
John,Nelzen,John Nelzen,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,M,John.Nelzen@fldoe.org,,850-245-9058,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Marlinda,Monroe-Johnson,Marlinda Monroe-Johnson,Florida Department of Education Career and Adult Education Division Career and Technical Education Program Specialist,,,,,F,Marlinda.Monroe-Johnson@fldoe.org,,850-245-9512,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Lee,Chipps-Walton,Lee Chipps-Walton,"Florida Department of Education Career and Adult Education Division Director, Career and Technical Education",,,,,M,Lee.Chipps-Walton@fldoe.org,,850-245-9020,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Jennifer,Johnson,Jennifer Johnson,Florida Department of Education Career and Adult Education Division Staff Assistant,,,,,F,Jennifer.Johnson2@fldoe.org,,850-245-9012,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Robert,Blevins,Robert Blevins,"Florida Department of Education Career and Adult Education Division Assistant Director, CTE State Supervisor Architecture & Construction; Energy; Engineering & Technology Education; Manufacturing; Transportation, Distribution & Logistics",,,,,M,Robert.Blevins@fldoe.org,,850-245-9015,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Catherine,Davis,Catherine Davis,"Florida Department of Education Career and Adult Education Division State Supervisor Arts, A/V Technology & Communication; Business Management & Administration; Finance; Hospitality & Tourism; Marketing, Sales & Service",,,,,F,Catherine.Davis@fldoe.org,,850-245-9016,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Cora,Walden,Cora Walden,"Florida Department of Education Career and Adult Education Division State Supervisor Education & Training; Government & Public Administration; Health Science; Human Services; Law, Public Safety & Security",,,,,F,Cora.Walden@fldoe.org,,850-245-9018,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Carol,Bruner,Carol Bruner,Florida Department of Education Career and Adult Education Division Director of Adult Education Program Implementation,,,,,F,Carol.Bruner@fldoe.org,,850-245-9906,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Catherine,O'Neil,Catherine O'Neil,"Florida Department of Education Career and Adult Education Division Director, Integrated Education and Training",,,,,F,Catherine.ONeil@fldoe.org,,850-245-0664,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Philip,Anderson,Philip Anderson,Florida Department of Education Career and Adult Education Division ESOL Program Specialist,,,,,M,Philip.Anderson@fldoe.org,,850-245-9450,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Jane,Greenfield,Jane Greenfield,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Jane.Greenfield@fldoe.org,,850-245-9469,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
